timestamp,motorSPD,motorTEMP,packCCL,packCURR,packTEMP,packVOLT
2024-10-26T17:42:39Z,6151,4180,4408,9267,8842,5016
2024-10-26T17:44:23Z,8625,6323,9618,3188,1507,9817
2024-10-26T17:45:25Z,1349,1252,1001,7222,8561,2012
2024-10-26T17:46:00Z,5237,2161,2094,2162,8664,9210
2024-10-26T17:46:42Z,9349,798,6723,121,2679,4740
2024-10-26T17:46:59Z,8845,6588,5682,5490,1206,9993
2024-10-26T17:50:01Z,4845,2619,3538,2301,6696,3099
2024-10-26T17:52:57Z,1271,3687,6399,7574,3988,3966
2024-10-26T17:53:04Z,3813,8666,6894,962,6470,316
2024-10-26T17:53:23Z,6742,1382,5239,7249,9238,6948
2024-10-26T17:55:02Z,9024,8805,8134,5228,4926,7316
2024-10-26T17:57:18Z,4944,8337,3521,916,8901,9326
2024-10-26T17:58:06Z,607,4901,5363,6391,7544,6129
2024-10-26T18:00:28Z,2400,4506,6853,4155,1283,2053
2024-10-26T18:00:36Z,662,9168,8529,3240,8664,3480
2024-10-26T18:01:45Z,6874,980,1781,3952,1134,4285
2024-10-26T18:01:51Z,1330,4416,374,8369,6614,5995
2024-10-26T18:04:55Z,4474,3419,3809,136,386,5641
2024-10-26T18:05:38Z,8694,8821,8931,9221,3758,8637
2024-10-26T18:05:48Z,7936,7949,3423,6432,5013,6543
2024-10-26T18:09:20Z,6727,5356,759,6863,5218,6253
2024-10-26T18:09:28Z,9953,4461,8312,9903,7550,270
2024-10-26T18:11:10Z,6517,2335,9136,6117,4315,9234
2024-10-26T18:12:06Z,9526,1486,3033,8628,9571,3786
2024-10-26T18:12:49Z,5776,393,1569,9950,398,9635
2024-10-26T18:13:22Z,1998,4146,1838,9064,8590,8209
2024-10-26T18:17:09Z,6675,1043,6864,1357,9169,4086
2024-10-26T18:17:57Z,8074,7686,1438,2557,2962,3297
2024-10-26T18:18:06Z,3917,4774,1319,6140,2736,8213
2024-10-26T18:18:33Z,3074,4087,7126,3486,2995,1104
2024-10-26T18:19:32Z,2979,4855,3325,3931,6007,9018
2024-10-26T18:20:04Z,7901,3294,5854,3706,3579,203
2024-10-26T18:20:39Z,2048,5039,5857,2631,8785,8363
2024-10-26T18:21:02Z,3701,8428,8466,77,1378,775
2024-10-26T18:22:38Z,4845,5811,1576,6213,9089,8477
2024-10-26T18:26:03Z,4510,1177,2042,6371,1458,3833
2024-10-26T18:28:33Z,3855,110,4299,4087,1243,7338
2024-10-26T18:31:38Z,6349,6197,6004,2631,8607,7900
2024-10-26T18:35:24Z,5916,1699,1760,5276,1761,8529
2024-10-26T18:35:26Z,5778,2959,6478,9109,3714,1152
2024-10-26T18:40:22Z,5246,3659,5411,4285,3720,9463
2024-10-26T18:43:13Z,6623,2439,1849,7423,8467,9302
2024-10-26T18:45:23Z,9746,271,7502,3721,2786,9045
2024-10-26T18:47:31Z,5614,8213,854,490,8394,2968
2024-10-26T18:47:44Z,4663,8096,9817,4643,5704,6481
2024-10-26T18:48:59Z,7997,3916,5939,4049,7303,6309
2024-10-26T18:50:07Z,357,7885,7598,4598,1523,4603
2024-10-26T18:51:23Z,6804,4109,5507,6853,6757,5555
2024-10-26T18:52:24Z,102,7785,9459,2178,3699,5401
2024-10-26T18:52:37Z,6573,7969,9013,4296,2816,3915
2024-10-26T18:53:00Z,7427,1574,7103,1912,5920,7435
2024-10-26T18:53:15Z,8713,6063,4216,7319,5498,6342
2024-10-26T18:53:59Z,2964,9111,8347,2865,6456,2426
2024-10-26T18:55:33Z,6537,6464,8159,2628,5636,1925
2024-10-26T18:56:40Z,5246,7878,5460,5170,6900,8195
2024-10-26T18:58:11Z,2585,3363,3347,4798,1622,1191
2024-10-26T18:58:51Z,4688,8760,9644,8236,6217,9483
2024-10-26T18:59:24Z,6479,4507,7445,7747,4497,8821
2024-10-26T19:00:39Z,8697,3739,5013,1062,7343,5637
2024-10-26T19:02:33Z,5481,3431,490,9221,2020,8095
2024-10-26T19:02:51Z,8171,9800,528,2426,3001,5246
2024-10-26T19:03:23Z,4091,9359,7208,4047,3706,9651
2024-10-26T19:04:11Z,7930,6787,8426,6906,9450,7794
2024-10-26T19:04:31Z,2643,4536,9279,2990,6302,4017
2024-10-26T19:05:26Z,2927,2247,6657,3533,4770,981
2024-10-26T19:07:27Z,492,2108,3283,6445,4728,5467
2024-10-26T19:08:59Z,9524,4315,7043,3829,3108,4592
2024-10-26T19:09:14Z,6752,9350,6869,2045,6049,4327
2024-10-26T19:10:06Z,7341,5079,9067,1176,2360,9368
2024-10-26T19:10:15Z,7910,6821,9128,972,4567,8250
2024-10-26T19:10:43Z,6338,9203,8535,3271,2755,5077
2024-10-26T19:10:48Z,2383,357,3869,5167,9029,5373
2024-10-26T19:11:02Z,2987,7935,1163,663,7340,5074
2024-10-26T19:13:47Z,9573,1713,8658,4965,1473,299
2024-10-26T19:14:19Z,9794,1154,2725,4035,6226,5483
2024-10-26T19:16:54Z,2477,852,8747,1957,4658,7739
2024-10-26T19:20:29Z,1615,6131,4123,5259,245,8182
2024-10-26T19:22:31Z,7714,152,8492,373,5151,1560
2024-10-26T19:25:37Z,1984,7002,824,1028,5660,6691
2024-10-26T19:25:51Z,4470,7172,8452,270,4251,7829
2024-10-26T19:26:15Z,2101,7198,7153,9387,1572,3931
2024-10-26T19:26:23Z,6982,2007,1296,5373,7240,4789
2024-10-26T19:26:46Z,9397,5751,7449,2286,3516,1242
2024-10-26T19:27:16Z,4632,979,5065,1573,2216,6328
2024-10-26T19:32:35Z,7177,2813,704,4852,5667,9214
2024-10-26T19:35:37Z,1071,2642,4444,4660,8938,6484
2024-10-26T19:36:43Z,7751,126,8081,1040,3510,8094
2024-10-26T19:36:50Z,4685,9216,9875,1969,2055,1835
2024-10-26T19:39:20Z,1949,8347,8244,1514,1671,4517
2024-10-26T19:39:41Z,2323,4392,82,5419,4480,9641
2024-10-26T19:40:15Z,5438,1635,2711,5282,5751,6640
2024-10-26T19:43:40Z,2996,8104,9957,1973,6027,7157
2024-10-26T19:43:52Z,6664,4305,665,7261,7535,4819
2024-10-26T19:44:22Z,3527,5212,3135,4647,4524,3454
2024-10-26T19:46:20Z,6178,7598,2014,7755,486,1711
2024-10-26T19:46:38Z,2592,893,7234,4826,9146,2561
2024-10-26T19:46:41Z,7059,4069,6128,7821,4533,1265
2024-10-26T19:47:41Z,9605,4786,6951,8497,6392,9822
2024-10-26T19:48:42Z,1818,8929,40,1108,7751,2213
2024-10-26T19:51:55Z,2457,859,6759,4519,4010,1466
2024-10-26T19:55:04Z,257,1917,658,8187,7854,7296
2024-10-26T19:57:00Z,4574,3976,9262,6813,8840,1827
2024-10-26T19:58:20Z,4292,5358,489,9605,8511,2344
2024-10-26T19:59:53Z,5426,9682,1596,2828,7264,4633
2024-10-26T20:01:42Z,6636,5715,9382,7807,4566,410
2024-10-26T20:01:44Z,129,3514,3725,3220,8187,1616
2024-10-26T20:04:40Z,6620,6827,5384,4451,7176,6715
2024-10-26T20:05:37Z,6224,4769,1640,7700,1926,465
2024-10-26T20:06:43Z,8164,4806,5661,5240,4766,9259
2024-10-26T20:06:59Z,6340,9806,384,8118,9077,7243
2024-10-26T20:07:07Z,7175,603,9231,2416,2850,2909
2024-10-26T20:08:19Z,5738,3518,8074,7575,9306,1544
2024-10-26T20:14:33Z,144,7156,6510,7367,2025,9045
2024-10-26T20:15:46Z,894,3197,8425,2231,6097,5060
2024-10-26T20:16:23Z,2001,2174,1253,2271,9480,326
2024-10-26T20:17:10Z,1726,6823,5146,8761,8973,896
2024-10-26T20:17:41Z,4269,3049,4928,4495,8815,1923
2024-10-26T20:18:02Z,5422,3484,2675,9762,8035,5539
2024-10-26T20:30:57Z,8663,6221,8487,58,3705,5927
2024-10-26T20:31:53Z,8908,3681,2251,5744,4079,1225
2024-10-26T20:32:29Z,1051,8327,5199,3416,2346,1760
2024-10-26T20:35:48Z,5143,9131,453,3316,5832,5268
2024-10-26T20:36:36Z,8290,5548,1677,6454,1866,3513
2024-10-26T20:36:58Z,2034,923,177,3299,3766,8029
2024-10-26T20:37:25Z,5403,2495,8257,2808,6786,3402
2024-10-26T20:37:49Z,2691,3236,7224,5809,3347,7445
2024-10-26T20:38:59Z,9448,1568,9617,7595,3814,9970
2024-10-26T20:39:33Z,9922,2050,6138,2412,9186,6938
2024-10-26T20:39:43Z,2521,9114,4434,4954,121,5083
2024-10-26T20:41:02Z,7856,3412,8983,5200,5499,9776
2024-10-26T20:41:14Z,696,1625,2623,5813,2877,8451
2024-10-26T20:42:04Z,7619,6332,658,187,3590,5056
2024-10-26T20:45:55Z,7186,7882,4801,7425,2616,7518
2024-10-26T20:46:49Z,1854,9944,6138,4629,8523,8954
2024-10-26T20:50:12Z,587,3028,6743,466,4042,7851
2024-10-26T20:50:21Z,7134,2251,4741,1522,5644,7890
2024-10-26T20:51:48Z,858,5849,7388,3207,3575,4801
2024-10-26T20:51:58Z,544,6481,9011,4105,8887,1352
2024-10-26T20:52:41Z,4297,4497,568,6888,4606,6421
2024-10-26T20:53:12Z,3688,1456,6075,7857,4175,2218
2024-10-26T20:53:13Z,1379,2228,4720,2613,4561,2642
2024-10-26T20:53:39Z,3289,6530,1006,7616,2413,5556
2024-10-26T20:53:46Z,369,4418,7754,520,255,5918
2024-10-26T20:55:04Z,3352,4023,1766,2432,3479,7168
2024-10-26T20:55:11Z,6563,502,7522,267,5366,2688
2024-10-26T20:57:32Z,91,3762,38,3244,4643,3379
2024-10-26T20:57:38Z,5640,3661,6383,6112,2582,4828
2024-10-26T20:58:57Z,9943,4251,788,8514,3667,3088
2024-10-26T20:59:55Z,1451,6307,6365,9805,9858,2491
2024-10-26T21:00:44Z,5132,2736,2198,6191,4696,2765
2024-10-26T21:02:16Z,1426,4912,785,7324,7412,1710
2024-10-26T21:03:42Z,1498,1952,2878,2846,4622,7655
2024-10-26T21:05:45Z,1434,674,4407,4653,4740,2849
2024-10-26T21:07:36Z,4466,813,825,862,1052,4820
2024-10-26T21:07:41Z,4679,7801,4693,7519,82,7500
2024-10-26T21:09:00Z,5159,5590,3221,6442,4656,7329
2024-10-26T21:10:53Z,1990,1789,3828,4600,3259,562
2024-10-26T21:14:34Z,6937,9119,2812,3178,4914,3211
2024-10-26T21:16:23Z,4538,3982,9643,867,646,5195
2024-10-26T21:16:29Z,4598,4444,3554,4708,5182,4590
2024-10-26T21:16:51Z,1375,7534,2991,306,513,445
2024-10-26T21:17:39Z,8393,4060,6182,3945,232,3643
2024-10-26T21:18:16Z,2072,6883,464,5458,1148,9485
2024-10-26T21:20:14Z,5864,1374,7626,6083,1826,189
2024-10-26T21:20:28Z,708,768,6426,7506,1652,4454
2024-10-26T21:20:34Z,5861,800,321,6083,6988,299
2024-10-26T21:22:07Z,927,8411,771,3971,4354,2702
2024-10-26T21:23:15Z,5924,9578,5257,351,7225,2894
2024-10-26T21:23:23Z,1411,5756,3175,9109,4096,4417
2024-10-26T21:24:01Z,6395,5700,5342,5145,6202,9195
2024-10-26T21:24:07Z,6952,1112,1530,7988,2015,8236
2024-10-26T21:24:38Z,4428,5206,1676,1968,5035,1131
2024-10-26T21:24:41Z,6845,5743,684,7661,8240,5966
2024-10-26T21:24:42Z,5439,5623,3611,7863,5620,4985
2024-10-26T21:24:59Z,6702,4430,3447,4170,5421,1063
2024-10-26T21:26:08Z,3525,6046,9743,7007,8424,8628
2024-10-26T21:26:30Z,3832,8229,3480,4900,9523,1307
2024-10-26T21:27:32Z,8229,7473,5018,4818,7722,9839
2024-10-26T21:27:48Z,8486,5222,8106,7797,3899,3753
2024-10-26T21:28:49Z,5468,2481,8942,9346,1791,7023
2024-10-26T21:30:24Z,4315,4651,2740,5260,7039,7187
2024-10-26T21:32:54Z,9401,9958,8573,6657,778,9959
2024-10-26T21:32:55Z,5726,6566,7122,2135,303,1625
2024-10-26T21:33:28Z,7421,9459,9304,8266,2920,9687
2024-10-26T21:35:44Z,3279,2846,9655,2832,1176,3083
2024-10-26T21:36:29Z,5647,150,1511,8742,8946,9039
2024-10-26T21:39:38Z,5170,5484,5583,8979,1287,9664
2024-10-26T21:40:11Z,2324,7438,3897,1301,6264,5226
2024-10-26T21:41:39Z,4486,4300,6265,4914,7867,7014
2024-10-26T21:44:36Z,6889,3359,6961,2591,6522,5950
2024-10-26T21:45:12Z,3880,899,2929,4853,5626,2170
2024-10-26T21:45:34Z,5587,5868,6059,1767,6368,4388
2024-10-26T21:47:27Z,1231,3251,4076,3686,4313,5566
2024-10-26T21:47:32Z,5631,4621,983,6484,1400,8872
2024-10-26T21:51:23Z,6746,3069,9895,9859,2812,8188
2024-10-26T21:53:52Z,6897,6525,9107,5977,4746,7976
2024-10-26T21:54:47Z,9514,8496,4908,3064,4204,2468
2024-10-26T21:55:20Z,8794,3243,74,4652,4144,2465
2024-10-26T21:58:26Z,2655,9398,4975,6027,3031,138
2024-10-26T21:59:34Z,6003,4690,8941,8372,3186,8749
2024-10-26T22:02:04Z,1700,5993,9179,9928,9934,751
2024-10-26T22:02:19Z,7692,2729,7006,37,6993,7614
2024-10-26T22:02:34Z,2803,5191,5860,4259,6948,3791
2024-10-26T22:04:36Z,7854,1215,5168,4293,851,9097
2024-10-26T22:06:06Z,2852,9517,2787,3400,2689,1043
2024-10-26T22:06:36Z,4680,2090,930,2893,6504,1815
2024-10-26T22:06:52Z,1123,7536,2967,5366,4576,2818
2024-10-26T22:07:01Z,4290,5086,7401,9814,6343,820
2024-10-26T22:07:25Z,8963,5545,9615,7705,8778,1908
2024-10-26T22:08:58Z,5748,7702,7613,1833,6294,4267
2024-10-26T22:09:02Z,8305,3597,6538,1759,1968,7705
2024-10-26T22:10:19Z,8582,9879,7887,9880,6516,1857
2024-10-26T22:12:05Z,8221,1613,1966,6392,4668,3848
2024-10-26T22:12:10Z,3456,7779,3792,8983,4468,6362
2024-10-26T22:19:15Z,4456,4198,3490,9628,3016,8379
2024-10-26T22:20:03Z,7059,1927,4534,4934,6096,500
2024-10-26T22:21:29Z,6804,4049,733,4559,5859,3476
2024-10-26T22:23:29Z,8602,8539,3388,8364,5800,5673
2024-10-26T22:27:28Z,3249,8050,9658,4675,8741,6547
2024-10-26T22:30:32Z,1089,8608,8733,3664,2408,9065
2024-10-26T22:31:27Z,7872,7048,9902,9558,4940,3920
2024-10-26T22:32:21Z,5964,2068,6193,5061,4639,4089
2024-10-26T22:34:47Z,3176,1608,2792,1247,8643,3416
2024-10-26T22:34:53Z,7395,7182,3959,1640,1482,3376
2024-10-26T22:39:54Z,8876,7752,3600,7648,7346,9820
2024-10-26T22:40:09Z,7915,6919,643,3127,9858,8126
2024-10-26T22:42:47Z,9887,1149,8197,389,6326,6472
2024-10-26T22:43:54Z,5712,6710,2435,1016,593,7429
2024-10-26T22:45:00Z,152,3764,9939,5534,916,5038
2024-10-26T22:45:57Z,8034,7739,7214,6571,5067,7707
2024-10-26T22:46:00Z,8855,2668,1400,6837,7424,4119
2024-10-26T22:48:34Z,9877,7225,3356,3053,448,4253
2024-10-26T22:48:49Z,2656,5688,4378,5966,3944,9762
2024-10-26T22:52:17Z,2690,3802,5614,2979,3618,5416
2024-10-26T22:53:55Z,7423,6528,9734,46,8385,4454
2024-10-26T22:55:32Z,7855,2326,4578,4081,7281,4180
2024-10-26T22:56:13Z,9562,5651,1813,8312,4781,3424
2024-10-26T22:57:50Z,3936,9959,7911,8303,1145,6810
2024-10-26T22:58:06Z,8414,4382,115,4982,6301,780
2024-10-26T23:02:39Z,2726,636,7771,2323,6067,5978
2024-10-26T23:03:50Z,9057,6302,4036,3333,3630,7643
2024-10-26T23:06:14Z,1562,2381,4402,7371,6423,1237
2024-10-26T23:07:00Z,6065,8797,7102,2103,8120,5449
2024-10-26T23:08:27Z,2837,3370,6176,876,687,8381
2024-10-26T23:10:23Z,1733,4902,705,6134,1688,7349
2024-10-26T23:11:31Z,5096,6770,6919,4165,9374,3917
2024-10-26T23:11:38Z,3332,6516,9500,4194,1149,9838
2024-10-26T23:12:01Z,2821,4267,6975,9370,2486,9243
2024-10-26T23:13:50Z,5083,1823,4341,4681,1974,3239
2024-10-26T23:14:17Z,5378,9175,8876,6039,2805,3149
2024-10-26T23:14:26Z,4520,2768,4271,3349,462,6908
2024-10-26T23:15:57Z,2928,5890,7576,4328,4565,6902
2024-10-26T23:17:25Z,7739,5094,4217,1853,4006,909
2024-10-26T23:18:01Z,1847,7962,5187,5408,2789,4193
2024-10-26T23:18:48Z,3867,971,3510,4481,8993,6920
2024-10-26T23:19:59Z,8312,5833,1262,6842,8166,2118
2024-10-26T23:21:35Z,3404,6135,9703,3541,6102,1994
2024-10-26T23:21:44Z,1227,9147,2093,7762,3057,2544
2024-10-26T23:27:01Z,1340,9354,5944,553,2822,5945
2024-10-26T23:28:48Z,3586,5807,4036,1642,4615,4243
2024-10-26T23:28:51Z,6352,2497,8000,3533,5915,2221
2024-10-26T23:29:11Z,5942,4270,8897,2291,8049,3233
2024-10-26T23:30:23Z,6935,8341,1293,3874,692,8032
2024-10-26T23:31:25Z,7725,8799,1981,1491,6737,599
2024-10-26T23:32:06Z,4594,2252,7491,2123,9609,4059
2024-10-26T23:32:09Z,5793,6335,448,6693,524,731
2024-10-26T23:34:47Z,6192,4058,1701,4019,3262,4749
2024-10-26T23:34:56Z,9267,190,7815,7112,2944,7477
2024-10-26T23:35:22Z,3228,1602,4461,4819,2715,8463
2024-10-26T23:36:43Z,5759,6085,8580,112,997,8908
2024-10-26T23:37:22Z,2571,3852,8096,4183,2980,3277
2024-10-26T23:38:28Z,2012,3266,3947,6524,4920,3949
2024-10-26T23:38:33Z,1829,9419,646,5890,6809,7222
2024-10-26T23:39:53Z,9385,7127,164,9101,4026,3657
2024-10-26T23:41:03Z,1883,7715,9311,5822,8767,2264
2024-10-26T23:41:33Z,2873,2757,3560,3150,2992,4839
2024-10-26T23:43:20Z,7164,1782,1646,99,2846,3075
2024-10-26T23:44:39Z,3849,5140,8865,2465,785,1638
2024-10-26T23:47:21Z,2164,8803,6863,4688,9032,6589
2024-10-26T23:51:56Z,699,2904,1066,1737,5227,109
2024-10-26T23:54:59Z,7784,7252,6482,6558,3283,2144
2024-10-26T23:55:25Z,9903,9227,3486,9131,7133,6360
2024-10-26T23:55:30Z,908,2279,4100,4631,3359,345
2024-10-26T23:55:57Z,9596,9568,2167,7144,6575,8558
2024-10-26T23:58:13Z,4299,7681,5793,4128,2411,7441
2024-10-26T23:58:58Z,6862,6180,3149,2914,5047,8275
2024-10-26T23:59:24Z,5897,7255,6527,7348,1660,7109
2024-10-26T23:59:46Z,2225,1842,7671,1233,2344,571
2024-10-27T00:01:56Z,5154,8814,8279,6940,7087,1618
2024-10-27T00:04:01Z,286,658,5179,7894,4696,2800
2024-10-27T00:04:47Z,3655,3645,2183,1917,5699,6580
2024-10-27T00:05:08Z,8384,5247,6331,2709,2704,7303
2024-10-27T00:05:25Z,3497,7215,8543,8713,6275,1333
2024-10-27T00:06:13Z,3936,1197,679,8637,606,5514
2024-10-27T00:13:35Z,8903,2510,3936,2166,2373,2805
2024-10-27T00:17:29Z,8526,9354,7769,4265,7583,2347
2024-10-27T00:19:43Z,3480,3599,9836,9847,6444,4099
2024-10-27T00:20:00Z,8640,6304,3286,7487,4084,2678
2024-10-27T00:21:25Z,6940,2384,6562,515,4435,3489
2024-10-27T00:26:42Z,4124,1480,5857,1965,8620,8254
2024-10-27T00:27:12Z,4125,9298,2340,6417,8932,1705
2024-10-27T00:30:38Z,1233,9533,5973,2759,6262,7942
2024-10-27T00:33:52Z,9181,1868,5891,5913,9428,4900
2024-10-27T00:36:20Z,5419,910,8493,5099,7482,3223
2024-10-27T00:38:14Z,7267,4799,7838,2338,2898,5896
2024-10-27T00:38:15Z,8393,1609,4571,7556,4630,2916
2024-10-27T00:39:16Z,2208,620,1887,8148,9173,4347
2024-10-27T00:40:20Z,8639,8348,7129,309,3993,4775
2024-10-27T00:40:50Z,5362,9772,8831,6208,4769,9180
2024-10-27T00:41:05Z,7590,8789,563,6733,3125,1285
2024-10-27T00:41:26Z,5913,7472,1840,549,7887,2361
2024-10-27T00:41:55Z,7239,9645,8429,7908,5112,9002
2024-10-27T00:42:32Z,9416,4908,7263,84,7030,6364
2024-10-27T00:47:10Z,1587,6363,450,9760,4741,5927
2024-10-27T00:47:17Z,2476,4003,5599,6979,7204,3969
2024-10-27T00:48:30Z,8282,8809,9230,8711,7371,4325
2024-10-27T00:53:49Z,8035,3365,9918,9000,630,5408
2024-10-27T00:53:58Z,4643,4207,6524,3813,42,5469
2024-10-27T00:54:49Z,3363,109,4018,8951,2506,5993
2024-10-27T00:55:24Z,9769,4499,7714,6397,3766,4014
2024-10-27T00:56:23Z,1995,8072,6610,5238,1537,6321
2024-10-27T00:56:26Z,3424,9941,8800,8592,663,6069
2024-10-27T00:58:06Z,1327,415,7422,2817,4728,7088
2024-10-27T01:01:46Z,1716,7984,3953,3548,6921,5588
2024-10-27T01:02:36Z,3743,4117,2500,1293,7629,7784
2024-10-27T01:04:05Z,2313,7106,2087,7180,7954,6632
2024-10-27T01:05:03Z,5518,5011,883,2675,8936,3527
2024-10-27T01:05:28Z,3928,5457,6213,6124,4942,8263
